id,nom_aliment,colonne,ancienne_valeur,nouvelle_valeur,unité,source_principale,source_secondaire,justification,niveau_de_confiance,date
20210,"Concombre, chair sans peau, cru",Vitamine_E_mg_100g,,0.03,mg,"USDA FoodData Central (SR Legacy) — Cucumber, peeled, raw",,"Correspondance vérifiée manuellement (espèce, état de cuisson, partie consommée).",Élevé,2026-08-04
20020,"Courgette, chair et peau, crue",Vitamine_E_mg_100g,,0.12,mg,"USDA FoodData Central (SR Legacy) — Squash, summer, zucchini, includes skin, raw",,"Correspondance vérifiée manuellement (espèce, état de cuisson, partie consommée).",Élevé,2026-08-04
20230,"Courgette, chair et peau, surgelée, crue",Vitamine_E_mg_100g,,0.12,mg,"USDA FoodData Central (SR Legacy) — Squash, summer, zucchini, includes skin, raw",,"Correspondance vérifiée manuellement (espèce, état de cuisson, partie consommée).",Élevé,2026-08-04
20199,"Cresson alénois, cru",Vitamine_E_mg_100g,,1.0,mg,"USDA FoodData Central (SR Legacy) — Watercress, raw",,"Correspondance vérifiée manuellement (espèce, état de cuisson, partie consommée).",Moyen,2026-08-04
20022,"Cresson de fontaine, cru",Vitamine_E_mg_100g,,1.0,mg,"USDA FoodData Central (SR Legacy) — Watercress, raw",,"Correspondance vérifiée manuellement (espèce, état de cuisson, partie consommée).",Moyen,2026-08-04
20810,"Cresson, feuille, cru, prélevé à la Martinique",Vitamine_E_mg_100g,,1.0,mg,"USDA FoodData Central (SR Legacy) — Watercress, raw",,"Correspondance vérifiée manuellement (espèce, état de cuisson, partie consommée).",Moyen,2026-08-04
20097,"Échalote, crue",Vitamine_E_mg_100g,,0.04,mg,"USDA FoodData Central (SR Legacy) — Shallots, raw",,"Correspondance vérifiée manuellement (espèce, état de cuisson, partie consommée).",Élevé,2026-08-04
20026,"Endive, crue",Vitamine_E_mg_100g,,0.44,mg,"USDA FoodData Central (SR Legacy) — Endive, raw",,"Correspondance vérifiée manuellement (espèce, état de cuisson, partie consommée).",Élevé,2026-08-04
20270,"Épinard, jeunes pousses pour salades, cru",Vitamine_E_mg_100g,,2.03,mg,"USDA FoodData Central (SR Legacy) — Spinach, raw",,"Correspondance vérifiée manuellement (espèce, état de cuisson, partie consommée).",Élevé,2026-08-04
20500,"Fève, bouillie/cuite à l'eau",Vitamine_E_mg_100g,,0.02,mg,"USDA FoodData Central (SR Legacy) — Broadbeans (fava beans), mature seeds, cooked, boiled, with salt",,"Correspondance vérifiée manuellement (espèce, état de cuisson, partie consommée).",Moyen,2026-08-04
20543,"Fève, fraîche, surgelée, bouillie/cuite à l'eau",Vitamine_E_mg_100g,,0.02,mg,"USDA FoodData Central (SR Legacy) — Broadbeans (fava beans), mature seeds, cooked, boiled, with salt",,"Correspondance vérifiée manuellement (espèce, état de cuisson, partie consommée).",Moyen,2026-08-04
20542,"Fève, pelée, fraîche, surgelée, bouillie/cuite à l'eau",Vitamine_E_mg_100g,,0.02,mg,"USDA FoodData Central (SR Legacy) — Broadbeans (fava beans), mature seeds, cooked, boiled, with salt",,"Correspondance vérifiée manuellement (espèce, état de cuisson, partie consommée).",Moyen,2026-08-04
20062,"Haricot vert, appertisé, égoutté",Vitamine_E_mg_100g,,0.03,mg,"USDA FoodData Central (SR Legacy) — Beans, snap, green, canned, no salt added, drained solids",,"Correspondance vérifiée manuellement (espèce, état de cuisson, partie consommée).",Élevé,2026-08-04
20030,"Haricot vert, cuit",Vitamine_E_mg_100g,,0.46,mg,"USDA FoodData Central (SR Legacy) — Beans, snap, green, cooked, boiled, drained, with salt",,"Correspondance vérifiée manuellement (espèce, état de cuisson, partie consommée).",Élevé,2026-08-04
20071,"Haricot vert, surgelé, cuit",Vitamine_E_mg_100g,,0.46,mg,"USDA FoodData Central (SR Legacy) — Beans, snap, green, cooked, boiled, drained, with salt",,"Correspondance vérifiée manuellement (espèce, état de cuisson, partie consommée).",Élevé,2026-08-04
20049,"Maïs doux, en épis, cuit",Vitamine_E_mg_100g,,0.09,mg,"USDA FoodData Central (SR Legacy) — Corn, sweet, yellow, cooked, boiled, drained, with salt",,"Correspondance vérifiée manuellement (espèce, état de cuisson, partie consommée).",Élevé,2026-08-04
20108,"Maïs doux, en épis, surgelé, cru",Vitamine_E_mg_100g,,0.07,mg,"USDA FoodData Central (SR Legacy) — Corn, sweet, yellow, raw",,"Correspondance vérifiée manuellement (espèce, état de cuisson, partie consommée).",Élevé,2026-08-04
20233,"Maïs doux, surgelé, cru",Vitamine_E_mg_100g,,0.07,mg,"USDA FoodData Central (SR Legacy) — Corn, sweet, yellow, raw",,"Correspondance vérifiée manuellement (espèce, état de cuisson, partie consommée).",Élevé,2026-08-04
20321,"Navet, bouilli/cuit à l'eau",Vitamine_E_mg_100g,,0.02,mg,"USDA FoodData Central (SR Legacy) — Turnips, cooked, boiled, drained, with salt",,"Correspondance vérifiée manuellement (espèce, état de cuisson, partie consommée).",Élevé,2026-08-04
20033,"Navet, cuit",Vitamine_E_mg_100g,,0.02,mg,"USDA FoodData Central (SR Legacy) — Turnips, cooked, boiled, drained, with salt",,"Correspondance vérifiée manuellement (espèce, état de cuisson, partie consommée).",Élevé,2026-08-04
20064,"Navet, pelé, cru",Vitamine_E_mg_100g,,0.03,mg,"USDA FoodData Central (SR Legacy) — Turnips, raw",,"Correspondance vérifiée manuellement (espèce, état de cuisson, partie consommée).",Élevé,2026-08-04
20234,"Navet, surgelé, cru",Vitamine_E_mg_100g,,0.03,mg,"USDA FoodData Central (SR Legacy) — Turnips, raw",,"Correspondance vérifiée manuellement (espèce, état de cuisson, partie consommée).",Élevé,2026-08-04
20322,"Oignon blanc ou jaune, sauté/poêlé sans matière grasse",Vitamine_E_mg_100g,,0.02,mg,"USDA FoodData Central (SR Legacy) — Onions, cooked, boiled, drained, with salt",,"Correspondance vérifiée manuellement (espèce, état de cuisson, partie consommée).",Élevé,2026-08-04
20239,"Oignon jaune, cru",Vitamine_E_mg_100g,,0.02,mg,"USDA FoodData Central (SR Legacy) — Onions, raw",,"Correspondance vérifiée manuellement (espèce, état de cuisson, partie consommée).",Élevé,2026-08-04
20323,"Oignon nouveau ou oignon frais ou cébette, sauté/poêlé sans matière grasse",Vitamine_E_mg_100g,,0.02,mg,"USDA FoodData Central (SR Legacy) — Onions, cooked, boiled, drained, with salt",,"Correspondance vérifiée manuellement (espèce, état de cuisson, partie consommée).",Élevé,2026-08-04
20238,"Oignon rouge, cru",Vitamine_E_mg_100g,,0.02,mg,"USDA FoodData Central (SR Legacy) — Onions, raw",,"Correspondance vérifiée manuellement (espèce, état de cuisson, partie consommée).",Élevé,2026-08-04
20324,"Oignon rouge, sauté/poêlé",Vitamine_E_mg_100g,,0.02,mg,"USDA FoodData Central (SR Legacy) — Onions, cooked, boiled, drained, with salt",,"Correspondance vérifiée manuellement (espèce, état de cuisson, partie consommée).",Élevé,2026-08-04
20034,"Oignon, cru",Vitamine_E_mg_100g,,0.02,mg,"USDA FoodData Central (SR Legacy) — Onions, raw",,"Correspondance vérifiée manuellement (espèce, état de cuisson, partie consommée).",Élevé,2026-08-04
20035,"Oignon, cuit",Vitamine_E_mg_100g,,0.02,mg,"USDA FoodData Central (SR Legacy) — Onions, cooked, boiled, drained, with salt",,"Correspondance vérifiée manuellement (espèce, état de cuisson, partie consommée).",Élevé,2026-08-04
20235,"Oignon, surgelé, cru",Vitamine_E_mg_100g,,0.02,mg,"USDA FoodData Central (SR Legacy) — Onions, raw",,"Correspondance vérifiée manuellement (espèce, état de cuisson, partie consommée).",Élevé,2026-08-04
20181,"Panais, cru",Vitamine_E_mg_100g,,1.49,mg,"USDA FoodData Central (SR Legacy) — Parsnips, raw",,"Correspondance vérifiée manuellement (espèce, état de cuisson, partie consommée).",Élevé,2026-08-04
20151,"Piment, cru",Vitamine_E_mg_100g,,0.69,mg,"USDA FoodData Central (SR Legacy) — Peppers, hot chili, green, raw",,"Correspondance vérifiée manuellement (espèce, état de cuisson, partie consommée).",Moyen,2026-08-04
20327,"Poireau, bouilli/cuit à l'eau",Vitamine_E_mg_100g,,0.5,mg,"USDA FoodData Central (SR Legacy) — Leeks, (bulb and lower leaf-portion), cooked, boiled, drained, with salt",,"Correspondance vérifiée manuellement (espèce, état de cuisson, partie consommée).",Élevé,2026-08-04
20039,"Poireau, cru",Vitamine_E_mg_100g,,0.92,mg,"USDA FoodData Central (SR Legacy) — Leeks, (bulb and lower leaf-portion), raw",,"Correspondance vérifiée manuellement (espèce, état de cuisson, partie consommée).",Élevé,2026-08-04
20236,"Poireau, surgelé, cru",Vitamine_E_mg_100g,,0.92,mg,"USDA FoodData Central (SR Legacy) — Leeks, (bulb and lower leaf-portion), raw",,"Correspondance vérifiée manuellement (espèce, état de cuisson, partie consommée).",Élevé,2026-08-04
20216,"Pois mange-tout ou pois gourmand, bouilli/cuit à l'eau",Vitamine_E_mg_100g,,0.39,mg,"USDA FoodData Central (SR Legacy) — Peas, edible-podded, cooked, boiled, drained, with salt",,"Correspondance vérifiée manuellement (espèce, état de cuisson, partie consommée).",Élevé,2026-08-04
20173,"Pois mange-tout ou pois gourmand, cru",Vitamine_E_mg_100g,,0.39,mg,"USDA FoodData Central (SR Legacy) — Peas, edible-podded, raw",,"Correspondance vérifiée manuellement (espèce, état de cuisson, partie consommée).",Élevé,2026-08-04
20243,"Pois mange-tout ou pois gourmands, cuits",Vitamine_E_mg_100g,,0.39,mg,"USDA FoodData Central (SR Legacy) — Peas, edible-podded, cooked, boiled, drained, with salt",,"Correspondance vérifiée manuellement (espèce, état de cuisson, partie consommée).",Élevé,2026-08-04
20329,"Poivron rouge, sauté/poêlé",Vitamine_E_mg_100g,,1.65,mg,"USDA FoodData Central (SR Legacy) — Peppers, sweet, red, cooked, boiled, drained, with salt",,"Correspondance vérifiée manuellement (espèce, état de cuisson, partie consommée).",Élevé,2026-08-04
20085,"Poivron vert, cru",Vitamine_E_mg_100g,,0.37,mg,"USDA FoodData Central (SR Legacy) — Peppers, sweet, green, raw",,"Correspondance vérifiée manuellement (espèce, état de cuisson, partie consommée).",Élevé,2026-08-04
20086,"Poivron vert, cuit",Vitamine_E_mg_100g,,0.5,mg,"USDA FoodData Central (SR Legacy) — Peppers, sweet, green, cooked, boiled, drained, with salt",,"Correspondance vérifiée manuellement (espèce, état de cuisson, partie consommée).",Élevé,2026-08-04
20330,"Poivron vert, sauté/poêlé",Vitamine_E_mg_100g,,0.5,mg,"USDA FoodData Central (SR Legacy) — Peppers, sweet, green, cooked, boiled, drained, with salt",,"Correspondance vérifiée manuellement (espèce, état de cuisson, partie consommée).",Élevé,2026-08-04
20044,"Potiron, cru",Vitamine_E_mg_100g,,1.06,mg,"USDA FoodData Central (SR Legacy) — Pumpkin, raw",,"Correspondance vérifiée manuellement (espèce, état de cuisson, partie consommée).",Élevé,2026-08-04
20096,"Potiron, cuit",Vitamine_E_mg_100g,,0.8,mg,"USDA FoodData Central (SR Legacy) — Pumpkin, cooked, boiled, drained, with salt",,"Correspondance vérifiée manuellement (espèce, état de cuisson, partie consommée).",Élevé,2026-08-04
20089,"Radis noir, cru",Vitamine_E_mg_100g,,0.0,mg,"USDA FoodData Central (SR Legacy) — Radishes, raw",,"Correspondance vérifiée manuellement (espèce, état de cuisson, partie consommée).",Moyen,2026-08-04
20201,"Rutabaga, cru",Vitamine_E_mg_100g,,0.3,mg,"USDA FoodData Central (SR Legacy) — Rutabagas, raw",,"Correspondance vérifiée manuellement (espèce, état de cuisson, partie consommée).",Élevé,2026-08-04
20165,"Rutabaga, cuit",Vitamine_E_mg_100g,,0.24,mg,"USDA FoodData Central (SR Legacy) — Rutabagas, cooked, boiled, drained, with salt",,"Correspondance vérifiée manuellement (espèce, état de cuisson, partie consommée).",Élevé,2026-08-04
20333,"Salsifis, bouilli/cuit à l'eau",Vitamine_E_mg_100g,,0.19,mg,"USDA FoodData Central (SR Legacy) — Salsify, cooked, boiled, drained, with salt",,"Correspondance vérifiée manuellement (espèce, état de cuisson, partie consommée).",Élevé,2026-08-04
20046,"Salsifis, cuit",Vitamine_E_mg_100g,,0.19,mg,"USDA FoodData Central (SR Legacy) — Salsify, cooked, boiled, drained, with salt",,"Correspondance vérifiée manuellement (espèce, état de cuisson, partie consommée).",Élevé,2026-08-04
20090,"Scarole, crue",Vitamine_E_mg_100g,,0.44,mg,"USDA FoodData Central (SR Legacy) — Endive, raw",,"Correspondance vérifiée manuellement (espèce, état de cuisson, partie consommée).",Moyen,2026-08-04
20169,"Tomate, chair, appertisée",Vitamine_E_mg_100g,,1.25,mg,"USDA FoodData Central (SR Legacy) — Tomatoes, crushed, canned",,"Correspondance vérifiée manuellement (espèce, état de cuisson, partie consommée).",Moyen,2026-08-04
20260,"Tomate, coulis, appertisé (purée de tomates mi-réduite à 11%)",Vitamine_E_mg_100g,,1.25,mg,"USDA FoodData Central (SR Legacy) — Tomatoes, crushed, canned",,"Correspondance vérifiée manuellement (espèce, état de cuisson, partie consommée).",Moyen,2026-08-04
20137,"Tomate, pelée, appertisée, au jus, non égouttée",Vitamine_E_mg_100g,,1.25,mg,"USDA FoodData Central (SR Legacy) — Tomatoes, crushed, canned",,"Correspondance vérifiée manuellement (espèce, état de cuisson, partie consommée).",Moyen,2026-08-04
20048,"Tomate, pelée, appertisée, égouttée",Vitamine_E_mg_100g,,1.25,mg,"USDA FoodData Central (SR Legacy) — Tomatoes, crushed, canned",,"Correspondance vérifiée manuellement (espèce, état de cuisson, partie consommée).",Moyen,2026-08-04
20170,"Tomate, purée, appertisée",Vitamine_E_mg_100g,,1.25,mg,"USDA FoodData Central (SR Legacy) — Tomatoes, crushed, canned",,"Correspondance vérifiée manuellement (espèce, état de cuisson, partie consommée).",Moyen,2026-08-04
20189,"Tomate, séchée",Vitamine_E_mg_100g,,0.01,mg,"USDA FoodData Central (SR Legacy) — Tomatoes, sun-dried",,"Correspondance vérifiée manuellement (espèce, état de cuisson, partie consommée).",Élevé,2026-08-04
20196,"Topinambour, cru",Vitamine_E_mg_100g,,0.19,mg,"USDA FoodData Central (SR Legacy) — Jerusalem-artichokes, raw",,"Correspondance vérifiée manuellement (espèce, état de cuisson, partie consommée).",Élevé,2026-08-04
21518,"Agneau, gigot grillé/poêlé",Vitamine_B9_µg_100g,,22.0,µg,"USDA FoodData Central (SR Legacy) — Lamb, leg, shank half, separable lean and fat, trimmed to 1/4"" fat, choice, cooked, roasted",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Moyen,2026-08-04
20299,"Asperge verte, bouillie/cuite à l'eau",Vitamine_B9_µg_100g,,149.0,µg,"USDA FoodData Central (SR Legacy) — Asparagus, cooked, boiled, drained",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
20299,"Asperge verte, bouillie/cuite à l'eau",Vitamine_D_µg_100g,,0.0,µg,"USDA FoodData Central (SR Legacy) — Asparagus, cooked, boiled, drained",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
20299,"Asperge verte, bouillie/cuite à l'eau",Vitamine_B12_µg_100g,,0.0,µg,"USDA FoodData Central (SR Legacy) — Asparagus, cooked, boiled, drained",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
13004,"Avocat, chair sans peau, sans noyau, cru",Vitamine_B9_µg_100g,,89.0,µg,"USDA FoodData Central (SR Legacy) — Avocados, raw, California",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
13005,"Banane, chair sans peau, crue",Vitamine_B9_µg_100g,,20.0,µg,"USDA FoodData Central (SR Legacy) — Bananas, raw",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
20003,"Betterave rouge, cuite",Vitamine_B9_µg_100g,,80.0,µg,"USDA FoodData Central (SR Legacy) — Beets, cooked, boiled, drained",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
7300,Biscotte classique,Vitamine_B12_µg_100g,,0.0,µg,"USDA FoodData Central (SR Legacy) — Crackers, melba toast, plain",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Moyen,2026-08-04
7300,Biscotte classique,Beta-Carotène_µg_100g,,0.0,µg,"USDA FoodData Central (SR Legacy) — Crackers, melba toast, plain",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Moyen,2026-08-04
6251,"Boeuf, steak haché 5% MG cuit",Sélénium_µg_100g,,22.3,µg,"USDA FoodData Central (SR Legacy) — Beef, ground, 95% lean meat / 5% fat, loaf, cooked, baked",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
20350,"Brocoli, bouilli/cuit à l'eau",Vitamine_B9_µg_100g,,108.0,µg,"USDA FoodData Central (SR Legacy) — Broccoli, cooked, boiled, drained, with salt",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
20350,"Brocoli, bouilli/cuit à l'eau",Vitamine_D_µg_100g,,0.0,µg,"USDA FoodData Central (SR Legacy) — Broccoli, cooked, boiled, drained, with salt",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
